"","views","favorite","post_info","price","car_name","year","A.C","emission_class","seats_amount","horsepower","color","car_mileage..km","engine_capacity..cc","type_of_drive","doors","fuel","car_type","gearbox"
"7009",95,1,"yesterday",1000,"Fiat Punto",2002,"manual A/C","Euro 2",5,87,"red",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7010",66,1,"posted 3 days ago",1000,"Mazda 323",1991,"no A/C","Euro 2",5,87,"blue",300000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7011",70,0,"yesterday",1850,"Renault Megane",2008,"manual A/C","Euro 4",5,86,"blue",300000,1461,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7012",78,0,"posted 2 days ago",850,"Audi 80",1990,"no A/C","Euro 1",5,82,"black",300000,1781,"4x4","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"7013",80,2,"posted a week ago",1350,"Mercedes A 140",2001,"manual A/C","Euro 3",5,82,"blue",300000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7014",314,1,"posted a week ago",750,"Renault Kangoo",2003,"manual A/C","",5,82,"gray",300000,1500,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7015",125,0,"posted a week ago",1400,"Volkswagen Golf 4",1998,"no A/C","Euro 3",5,75,"green",300000,1390,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7016",263,8,"posted a week ago",1300,"Mercedes 200",1982,"no A/C","Euro 2",5,73,"yellow",300000,1900,"back","4/5 doors","diesel","limousine","manual, 4 speeds"
"7017",1264,17,"updated 2 weeks ago",2500,"Mercedes 190",1988,"no A/C","Euro 2",5,72,"black",300000,1983,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7018",373,4,"posted 3 weeks ago",550,"Ford Escort",2003,"manual A/C","Euro 3",5,70,"blue",300000,NA,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7019",95,0,"posted a week ago",2500,"Mercedes C 200",1994,"no A/C","Euro 2",5,68,"red",300000,1997,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7020",76,0,"posted a week ago",1200,"Peugeot 206",2003,"no A/C","Euro 3",5,68,"black",300000,1400,"front","2/3 doors","diesel","limousine","manual, 5 speeds"
"7021",465,6,"updated a week ago",580,"Skoda Fabia",2001,"automatic A/C","Euro 3",5,68,"green",300000,1400,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7022",91,1,"posted a week ago",1100,"Volkswagen Polo",2000,"no A/C","Euro 3",5,64,"red",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7023",61,0,"posted a week ago",2140,"Fiat Punto",2009,"manual A/C","Euro 3",5,60,"bordeaux",300000,1242,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7024",124,7,"posted 3 days ago",560,"Volkswagen Beetle",1975,"no A/C","Euro 1",5,54,"blue",300000,1200,"back","2/3 doors","petrol","limousine","manual, 4 speeds"
"7025",465,5,"updated 4 weeks ago",5900,"BMW 530",2005,"automatic A/C","Euro 3",6,231,"gray",300000,3000,"4x4","4/5 doors","diesel","limousine","automatic"
"7026",116,3,"posted 6 days ago",3500,"BMW 730",2003,"no A/C","",5,218,"gray",300000,3000,"back","4/5 doors","diesel","limousine","automatic"
"7027",292,1,"updated 3 weeks ago",9500,"Mercedes E 250",2011,"automatic A/C","Euro 5",5,204,"black",300000,2195,"back","4/5 doors","diesel","limousine","automatic"
"7028",415,6,"posted 3 weeks ago",1500,"Mercedes C 200",2003,"manual A/C","Euro 3",5,163,"bordeaux",300000,2000,"back","4/5 doors","petrol","limousine","manual, 6 speeds"
"7029",91,0,"posted 2 weeks ago",5200,"Mercedes E 200",2009,"automatic A/C","Euro 4",5,163,"beige",300000,1800,"back","4/5 doors","methane","limousine","automatic"
"7030",96,1,"posted a week ago",6000,"Skoda Superb",2010,"automatic A/C","Euro 5",5,160,"white",300000,1800,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"7031",221,1,"updated 6 days ago",4150,"BMW 320",2001,"automatic A/C","Euro 4",5,150,"blue",300000,1955,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7032",46,0,"posted today",1000,"BMW 520",1996,"no A/C","Euro 3",5,150,"gray",300000,2000,"back","4/5 doors","petrol","limousine","manual, 5 speeds"
"7033",215,4,"updated a week ago",1650,"Renault Laguna",2006,"automatic A/C","Euro 4",5,150,"brown",300000,1998,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7034",87,0,"posted a week ago",10500,"BMW 318",2013,"automatic A/C","Euro 5",5,143,"silver",300000,1995,"back","4/5 doors","diesel","limousine","manual, 6 speeds"
"7035",2735,8,"updated 4 days ago",1250,"BMW 525",1992,"manual A/C","Euro 2",5,142,"teget",300000,2497,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7036",111,0,"posted a week ago",3600,"Audi A3",2005,"automatic A/C","Euro 3",5,140,"red",300000,1956,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7037",168,4,"posted 3 weeks ago",4199,"Audi A6",2005,"automatic A/C","Euro 4",5,140,"gray",300000,1998,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7038",172,2,"posted a week ago",1999,"Mercedes C 180",2003,"automatic A/C","Euro 3",5,140,"blue",300000,1800,"back","4/5 doors","petrol","limousine","automatic"
"7039",132,1,"posted a week ago",550,"Alfa Romeo 156",2001,"no A/C","",5,136,"gray",300000,1800,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7040",109,0,"posted 2 weeks ago",3700,"BMW 320",2000,"automatic A/C","Euro 3",5,136,"blue",300000,2000,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7041",159,0,"posted a week ago",1999,"BMW 320",2000,"automatic A/C","Euro 3",5,136,"black",300000,1996,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7042",149,1,"posted 4 weeks ago",14500,"Mercedes E 200",2013,"automatic A/C","Euro 5",5,136,"gray",300000,2148,"back","4/5 doors","diesel","limousine","automatic"
"7043",248,4,"updated 2 days ago",2900,"Audi A6",2003,"automatic A/C","Euro 3",5,131,"black",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7044",43,0,"posted 3 weeks ago",4200,"Audi A6",2003,"automatic A/C","Euro 3",5,131,"gray",300000,1900,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7045",62,2,"posted 2 weeks ago",2300,"Renault Grand Scenic",2007,"manual A/C","Euro 4",5,131,"gray",300000,1870,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7046",62,1,"posted 2 days ago",1690,"Rover 75",2004,"manual A/C","Euro 3",5,131,"golden",300000,1998,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7047",23,0,"posted 5 days ago",4000,"Volkswagen Sharan",2001,"automatic A/C","Euro 4",7,131,"gray",300000,1900,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7048",99,1,"posted 2 weeks ago",1400,"Chevrolet Evanda",2005,"manual A/C","Euro 4",5,129,"blue",300000,2000,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"7049",112,1,"posted 5 days ago",600,"Alfa Romeo 156",2002,"manual A/C","Euro 3",5,120,"gray",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7050",227,2,"posted 3 days ago",600,"Renault Megane",2003,"automatic A/C","Euro 3",5,120,"black",300000,1870,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7051",133,2,"updated a week ago",4400,"Audi A4",2005,"automatic A/C","Euro 4",5,116,"teget",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7052",32,0,"posted today",600,"Fiat Stilo",2001,"manual A/C","Euro 3",5,116,"purple",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7053",80,0,"posted a week ago",3350,"Ford Mondeo",2008,"automatic A/C","",5,116,"red",300000,1998,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7054",60,0,"posted 4 days ago",1700,"Volkswagen Bora",2001,"manual A/C","Euro 4",5,116,"teget",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7055",100,1,"yesterday",900,"BMW 318",1993,"manual A/C","Euro 2",5,113,"blue",300000,1800,"back","4/5 doors","petrol","limousine","manual, 5 speeds"
"7056",55,1,"posted a week ago",1500,"Renault Scenic",2003,"manual A/C","Euro 3",5,111,"gray",300000,1900,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7057",297,2,"posted a week ago",550,"Audi 80",1990,"no A/C","Euro 3",5,110,"gray",300000,1800,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"7058",171,0,"posted 2 weeks ago",800,"Peugeot 406",1998,"manual A/C","",5,110,"gray",300000,1800,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"7059",270,2,"posted 3 weeks ago",1800,"Volkswagen Golf 4",2000,"automatic A/C","Euro 2",5,110,"black",300000,1900,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7060",1156,12,"updated yesterday",240,"Citroen C5",2002,"no A/C","",5,109,"blue",300000,1980,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7061",29,0,"posted 2 days ago",1150,"Daewoo Lanos",1998,"manual A/C","",5,106,"green",300000,1600,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"7062",318,6,"posted 3 weeks ago",1000,"Renault Scenic",2002,"manual A/C","Euro 3",5,105,"black",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7063",104,0,"posted today",1250,"Skoda Octavia",2006,"automatic A/C","",5,105,"teget",300000,1896,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7064",46,0,"posted 5 days ago",4000,"Volkswagen Passat B6",2005,"automatic A/C","Euro 4",5,105,"golden",300000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"7065",576,11,"updated a week ago",850,"Opel Vectra B",1998,"no A/C","",5,101,"silver",300000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7066",441,4,"posted a week ago",300,"Opel Vectra B",1998,"automatic A/C","Euro 2",5,101,"gray",300000,1600,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"7067",1606,6,"updated 2 weeks ago",750,"Opel Zafira",2003,"manual A/C","Euro 3",7,97,"gray",300000,1596,"front","4/5 doors","methane","minivan (MPV)","manual, 5 speeds"
"7068",469,13,"posted 3 weeks ago",700,"Mercedes A 160",2003,"manual A/C","Euro 4",5,95,"gray",300000,1600,"front","4/5 doors","petrol","minivan (MPV)","manual, 5 speeds"
"7069",232,0,"posted 3 weeks ago",100,"Citroen Xsara Picasso",2003,"automatic A/C","Euro 3",5,90,"gray",300000,2000,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"7070",99,3,"posted 3 weeks ago",800,"Renault Scenic",2000,"manual A/C","",5,90,"green",300000,1595,"front","4/5 doors","petrol","minivan (MPV)","manual, 5 speeds"
"7071",194,6,"posted 2 weeks ago",1550,"Renault Kangoo",2002,"no A/C","",5,79,"blue",300000,1870,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"7072",16,0,"yesterday",1700,"Opel Agila",2003,"manual A/C","Euro 3",5,73,"yellow",300000,NA,"front","4/5 doors","petrol + gas","minivan (MPV)","manual, 5 speeds"
"7073",315,8,"posted 3 weeks ago",1600,"Fiat Doblo",2001,"no A/C","Euro 3",5,63,"white",300000,1900,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"7074",371,0,"updated a week ago",6500,"Opel Zafira",2013,"automatic A/C","Euro 4",5,160,"gray",300000,1980,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"7075",103,2,"posted 2 weeks ago",6900,"Ford Tourneo Connect",2013,"automatic A/C","",7,150,"silver",300000,1598,"front","4/5 doors","petrol","minivan (MPV)","automatic"
"7076",154,0,"posted a week ago",1850,"Renault Espace",2006,"automatic A/C","Euro 4",7,150,"black",300000,2198,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7077",116,3,"posted 2 weeks ago",4599,"Volkswagen Touran",2010,"automatic A/C","Euro 4",5,150,"gray",300000,2000,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"7078",48,1,"posted a week ago",4500,"Kia Carens",2008,"manual A/C","Euro 4",5,144,"blue",300000,1997,"front","4/5 doors","petrol","minivan (MPV)","manual, 5 speeds"
"7079",89,1,"updated yesterday",4800,"Citroen C4 Grand Picasso",2009,"automatic A/C","Euro 4",5,125,"gray",300000,1800,"front","4/5 doors","methane","minivan (MPV)","manual, 5 speeds"
"7080",43,0,"posted 2 days ago",2950,"Ford S-MAX",2007,"automatic A/C","Euro 4",7,125,"gray",300000,1800,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7081",48,1,"posted a week ago",1800,"Renault Grand Scenic",2004,"automatic A/C","Euro 3",7,120,"blue",300000,1870,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7082",223,3,"posted a week ago",1200,"Renault Scenic",2003,"automatic A/C","Euro 3",5,120,"green",300000,1898,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"7083",374,8,"updated a week ago",950,"Seat Alhambra",2002,"automatic A/C","Euro 3",7,116,"gray",300000,1897,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7084",104,1,"posted today",800,"Opel Meriva",2004,"no A/C","Euro 3",5,105,"gray",300000,1600,"front","4/5 doors","petrol + gas","minivan (MPV)","manual, 5 speeds"
"7085",164,2,"posted a week ago",650,"Renault Scenic",2002,"manual A/C","Euro 3",5,102,"gray",300000,1870,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"7086",1462,18,"updated 3 weeks ago",2500,"Fiat Doblo",2013,"manual A/C","Euro 5",2,90,"white",300000,1295,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"7087",93,2,"posted 5 days ago",1600,"Citroen Berlingo",1999,"no A/C","Euro 2",2,69,"white",300000,1900,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"7088",106,2,"posted 6 days ago",2100,"Fiat Doblo",2004,"no A/C","Euro 4",2,58,"white",300000,1900,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"7089",1891,12,"updated a week ago",3700,"Mazda B 250",2003,"manual A/C","Euro 3",5,109,"gray",300000,2500,"back","4/5 doors","diesel","pickup","manual, 5 speeds"
"7090",121,1,"updated today",7900,"Porsche Cayenne",2008,"automatic A/C","Euro 4",5,381,"golden",300000,NA,"4x4","4/5 doors","petrol","suv","automatic"
"7091",282,3,"updated 2 weeks ago",9999,"BMW X5",2008,"automatic A/C","Euro 4",7,286,"bordeaux",300000,3000,"4x4","4/5 doors","diesel","suv","automatic"
"7092",169,1,"posted 2 days ago",1500,"Mercedes ML 320",2000,"manual A/C","Euro 3",5,218,"black",300000,3200,"4x4","4/5 doors","petrol","suv","automatic"
"7093",95,2,"posted a week ago",11500,"BMW X3",2012,"automatic A/C","Euro 5",5,184,"black",300000,2000,"4x4","4/5 doors","diesel","suv","automatic"
"7094",348,8,"updated a week ago",13750,"Mitsubishi Pajero",2009,"automatic A/C","Euro 4",5,180,"white",300000,3200,"4x4","4/5 doors","diesel","suv","automatic"
"7095",647,3,"posted 3 weeks ago",2350,"Land Rover Freelander",2008,"automatic A/C","Euro 4",5,160,"gray",300000,2199,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"7096",1595,4,"updated 2 weeks ago",7100,"Renault Koleos",2009,"manual A/C","Euro 5",5,149,"white",300000,1995,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"7097",61,1,"posted 2 weeks ago",5100,"Hyundai Tucson",2007,"automatic A/C","",5,141,"gray",300000,1975,"4x4","4/5 doors","petrol + gas","suv","manual, 5 speeds"
"7098",218,2,"updated a week ago",4650,"Toyota RAV4",2003,"manual A/C","Euro 4",5,116,"gray",300000,1997,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"7099",16,0,"posted a week ago",3300,"Hyundai Santa Fe",2002,"manual A/C","Euro 3",5,113,"gray",300000,2000,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"7100",63,0,"posted 2 weeks ago",12000,"Mercedes C 220",2014,"automatic A/C","Euro 5",5,170,"gray",300014,2143,"back","4/5 doors","diesel","caravan","automatic"
"7101",42,1,"posted 6 days ago",2500,"Volkswagen Passat B5.5",2003,"automatic A/C","Euro 3",5,131,"gray",300020,1896,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7102",444,3,"posted 3 weeks ago",1000,"Skoda Praktik",2007,"manual A/C","Euro 4",2,75,"white",300100,1200,"front","4/5 doors","petrol + gas","pickup","manual, 5 speeds"
"7103",57,0,"posted 2 days ago",2500,"Audi A3",2003,"manual A/C","Euro 4",5,105,"gray",300252,1900,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"7104",51,0,"posted 2 weeks ago",3200,"Renault Grand Scenic",2008,"automatic A/C","Euro 4",7,150,"black",300450,1995,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7105",98,0,"updated 3 days ago",13500,"BMW 520",2011,"automatic A/C","Euro 5",5,184,"black",300483,1995,"back","4/5 doors","diesel","limousine","automatic"
"7106",241,5,"posted 3 weeks ago",5000,"Mitsubishi Pajero Sport",1999,"manual A/C","Euro 3",5,100,"black",300555,2500,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"7107",84,0,"posted a week ago",1200,"Dacia Logan",2005,"no A/C","",5,75,"red",300800,1390,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"7108",94,4,"posted 5 days ago",2300,"Volkswagen Passat B5.5",2002,"automatic A/C","Euro 3",5,131,"teget",300856,1900,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7109",97,0,"posted 3 weeks ago",2500,"Renault Megane",2008,"manual A/C","Euro 4",5,106,"gray",300900,1461,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7110",216,3,"posted 4 weeks ago",600,"Renault Megane",2001,"no A/C","",5,80,"green",301000,1998,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"7111",159,0,"posted 3 weeks ago",7500,"Chrysler 300C",2006,"automatic A/C","Euro 5",5,218,"black",301000,2999,"back","4/5 doors","diesel","caravan","automatic"
"7112",18,0,"posted 3 days ago",4700,"BMW 318",2006,"automatic A/C","Euro 5",5,129,"gray",301000,1980,"back","4/5 doors","petrol","caravan","manual, 6 speeds"
"7113",337,9,"updated 2 weeks ago",720,"Renault Laguna",2004,"automatic A/C","Euro 3",5,120,"gray",301000,1900,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"7114",93,1,"posted 3 weeks ago",1900,"Renault Megane",2006,"manual A/C","",5,106,"gray",301000,1451,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"7115",91,0,"posted 3 days ago",3500,"Honda Civic",1986,"no A/C","Euro 1",5,75,"red",301000,1300,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"7116",170,5,"posted 3 days ago",2250,"Mitsubishi Colt",2012,"no A/C","Euro 4",5,61,"white",301000,1100,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"7117",63,0,"posted a week ago",4800,"Volkswagen Golf 5",2006,"automatic A/C","Euro 4",5,140,"gray",301000,2000,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"7118",277,1,"posted a week ago",14000,"Audi A6",2011,"automatic A/C","Euro 6",5,177,"brown",301000,2000,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7119",162,1,"posted 3 weeks ago",2500,"Peugeot 407",2004,"automatic A/C","Euro 4",5,136,"gray",301000,2000,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"7120",62,0,"posted 2 weeks ago",7400,"Ford S-MAX",2012,"no A/C","",5,163,"gray",301058,1998,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7121",31,0,"posted 3 days ago",2600,"Renault Scenic",2006,"automatic A/C","Euro 4",5,131,"gray",301187,1870,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"7122",89,1,"posted 2 weeks ago",1700,"Ford Focus",2004,"automatic A/C","Euro 3",5,101,"gray",301255,1800,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"7123",68,0,"yesterday",2300,"Opel Corsa D",2011,"manual A/C","Euro 5",2,75,"gray",301344,1248,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"7124",85,2,"posted 3 weeks ago",4400,"Audi A4",2006,"automatic A/C","Euro 4",5,140,"gray",301356,1996,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"7125",1407,10,"updated a week ago",1750,"Volkswagen Golf 4",2002,"manual A/C","",5,110,"gray",301456,1900,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"7126",91,1,"posted 6 days ago",1100,"Renault Twingo",2003,"no A/C","Euro 3",4,60,"gray",301500,1200,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"7127",1457,3,"updated a week ago",15999,"Honda CR-V",2013,"automatic A/C","Euro 5",5,150,"white",301577,2200,"4x4","4/5 doors","diesel","suv","automatic"
"7128",185,1,"updated a week ago",1300,"Volkswagen Polo",2001,"manual A/C","Euro 4",5,60,"white",301700,1400,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"7129",156,2,"posted a week ago",1600,"Peugeot 307",2005,"automatic A/C","",5,90,"gray",302000,2000,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"7130",38,1,"posted 5 days ago",4350,"Renault Megane",2011,"manual A/C","Euro 4",5,110,"gray",302000,1500,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"7131",144,0,"posted a week ago",1500,"Opel Astra G",2002,"manual A/C","Euro 3",5,101,"gray",302000,1998,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"7132",31,0,"posted a week ago",1700,"Mercedes A 170",2003,"manual A/C","Euro 3",5,95,"black",302000,1689,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
