"","views","favorite","post_info","price","car_name","year","A.C","emission_class","seats_amount","horsepower","color","car_mileage..km","engine_capacity..cc","type_of_drive","doors","fuel","car_type","gearbox"
"1422",220,4,"posted 2 weeks ago",6500,"Ford Mustang",2000,"manual A/C","Euro 3",4,260,"black",160000,4600,"back","2/3 doors","petrol","coupe","manual, 5 speeds"
"1423",76,1,"posted 6 days ago",2000,"Opel Astra",2002,"manual A/C","Euro 4",4,147,"black",160000,2200,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1424",1024,23,"updated a week ago",1400,"Hyundai Coupe",1998,"manual A/C","Euro 4",4,116,"black",160000,1600,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1425",285,7,"updated 3 weeks ago",3850,"Opel Corsa D",2010,"manual A/C","Euro 5",5,95,"brown",160000,1300,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1426",52,1,"posted 2 days ago",2200,"Opel Astra G",2007,"manual A/C","",5,90,"gray",160000,1400,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1427",33,1,"posted 3 days ago",2450,"Opel Corsa C",2006,"manual A/C","",5,80,"gray",160000,1248,"front","4/5 doors","petrol","hatchback","automatic"
"1428",139,0,"posted 2 weeks ago",1200,"Opel Astra F",1997,"manual A/C","Euro 2",5,75,"gray",160000,1600,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1429",154,2,"yesterday",980,"Citroen C1",2006,"no A/C","Euro 4",5,68,"blue",160000,1000,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1430",43,1,"posted 2 weeks ago",7000,"Seat Mii",2015,"manual A/C","",4,68,"black",160000,NA,"front","4/5 doors","methane","hatchback","manual, 5 speeds"
"1431",105,0,"posted 2 days ago",350,"Dacia Super Nova",2005,"no A/C","Euro 1",5,61,"white",160000,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1432",426,4,"updated a week ago",4450,"Citroen C3",2011,"manual A/C","Euro 5",5,60,"black",160000,1124,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1433",198,4,"posted 3 weeks ago",1500,"Smart Fortwo",2001,"no A/C","Euro 3",2,60,"black",160000,NA,"back","2/3 doors","petrol","hatchback","semi-automatic"
"1434",19,0,"posted today",300,"Opel Corsa A",1996,"no A/C","Euro 3",5,54,"teget",160000,1171,"front","2/3 doors","petrol","hatchback","manual, 4 speeds"
"1435",49,2,"posted today",300,"Volkswagen Golf 2",1992,"no A/C","Euro 3",5,54,"white",160000,1272,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"1436",2127,28,"updated 6 days ago",13999,"Ford Focus",2019,"automatic A/C","Euro 6",5,120,"gray",160000,1500,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1437",469,5,"updated 6 days ago",1350,"Renault Scenic",2003,"manual A/C","Euro 3",5,120,"gray",160000,1900,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1438",71,2,"yesterday",1550,"Mini Cooper",2003,"manual A/C","Euro 3",4,116,"blue",160000,1600,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1439",443,0,"updated a week ago",2600,"Opel Meriva",2004,"no A/C","",5,109,"gray",160000,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1440",417,4,"updated a week ago",10400,"Audi A3",2014,"manual A/C","Euro 5",4,105,"gray",160000,1598,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1441",1421,7,"updated yesterday",10000,"Ford Focus",2017,"automatic A/C","Euro 6",5,105,"gray",160000,1499,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1442",247,9,"posted 3 weeks ago",2000,"Ford Fiesta",2007,"manual A/C","Euro 4",5,101,"gray",160000,1388,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1443",71,0,"posted 3 weeks ago",29000,"Mercedes E 220",2016,"no A/C","",5,189,"black",160000,2000,"back","4/5 doors","diesel","limousine","automatic"
"1444",49,0,"posted a week ago",17500,"Mazda 6",2017,"automatic A/C","Euro 6",5,150,"silver",160000,2198,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"1445",418,5,"updated 3 days ago",6999,"Peugeot 508",2012,"automatic A/C","Euro 6",5,131,"black",160000,1997,"4x4","4/5 doors","hybrid","limousine","automatic"
"1446",91,2,"posted a week ago",1700,"Opel Astra G",2002,"manual A/C","Euro 3",5,101,"gray",160000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1447",103,0,"posted a week ago",4000,"Volkswagen Golf 4",2003,"automatic A/C","Euro 3",5,101,"teget",160000,NA,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"1448",14301,40,"updated a week ago",1800,"Mercedes ML 430",2000,"manual A/C","Euro 3",5,358,"gray",160000,4300,"4x4","4/5 doors","petrol + gas","suv","automatic"
"1449",40,0,"posted 2 days ago",5150,"BMW X5",2001,"automatic A/C","Euro 3",5,286,"gray",160000,4400,"4x4","4/5 doors","petrol + gas","suv","automatic"
"1450",274,1,"updated 6 days ago",12600,"BMW X1",2014,"automatic A/C","",5,143,"gray",160000,1998,"4x4","4/5 doors","diesel","suv","semi-automatic"
"1451",323,4,"updated yesterday",5700,"Toyota RAV4",2004,"manual A/C","",5,116,"gray",160000,1995,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"1452",163,2,"posted 3 weeks ago",4500,"Land Rover Freelander",2004,"manual A/C","Euro 3",5,111,"green",160000,1951,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"1453",75,0,"posted 2 weeks ago",4200,"Fiat Sedici",2006,"automatic A/C","Euro 4",5,110,"golden",160000,1900,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"1454",78,3,"posted 2 weeks ago",6666,"Hyundai Tucson",2010,"manual A/C","Euro 4",5,141,"gray",160200,1975,"front","4/5 doors","petrol","suv","manual, 5 speeds"
"1455",58,1,"posted 2 weeks ago",18300,"Skoda Karoq",2020,"automatic A/C","Euro 6",5,116,"blue",160200,1600,"front","4/5 doors","diesel","suv","automatic"
"1456",443,3,"updated a week ago",700,"Ford Fiesta",1998,"manual A/C","",5,50,"blue",160231,1299,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1457",27,0,"posted 3 days ago",2900,"Daihatsu Sirion",2009,"manual A/C","Euro 4",5,69,"red",160255,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1458",154,6,"posted a week ago",2850,"Toyota Aygo",2009,"no A/C","Euro 4",4,54,"gray",160300,1399,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1459",105,0,"updated a week ago",26500,"Volkswagen Tiguan",2018,"no A/C","",5,190,"gray",160316,1998,"4x4","4/5 doors","diesel","suv","automatic"
"1460",49,0,"posted a week ago",4100,"Volkswagen Golf Plus",2006,"automatic A/C","Euro 4",5,170,"black",160489,NA,"front","4/5 doors","petrol","cabriolet","manual, 6 speeds"
"1461",14,0,"posted today",19000,"BMW 320",2020,"automatic A/C","Euro 6",5,190,"black",160580,1998,"back","4/5 doors","diesel","caravan","manual, 6 speeds"
"1462",3127,20,"updated 6 days ago",2450,"Volkswagen Polo",2002,"manual A/C","Euro 2",5,75,"black",160592,1390,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1463",213,4,"posted a week ago",3600,"Suzuki Samurai",1990,"no A/C","Euro 2",4,60,"gray",160689,1300,"4x4","2/3 doors","petrol","suv","manual, 5 speeds"
"1464",465,3,"updated a week ago",7600,"SsangYong Korando",2014,"automatic A/C","Euro 5",5,150,"black",160700,1998,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1465",139,4,"posted 4 days ago",450,"Lada 1300",1985,"no A/C","",5,70,"gray",160862,1300,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"1466",85,4,"posted 4 weeks ago",4400,"Fiat EVO",2011,"manual A/C","Euro 5",5,77,"gray",161000,1368,"front","4/5 doors","methane","hatchback","manual, 5 speeds"
"1467",20,1,"posted today",2600,"Peugeot 207",2007,"automatic A/C","Euro 4",5,120,"gray",161000,1600,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1468",96,1,"posted 2 weeks ago",2700,"Renault Modus",2009,"manual A/C","Euro 4",5,101,"gray",161000,1200,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1469",62,0,"posted 2 weeks ago",4800,"Renault Clio",2013,"manual A/C","Euro 6",5,75,"gray",161000,1497,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"1470",67,1,"posted 3 days ago",7000,"Peugeot 508",2012,"automatic A/C","Euro 5",5,130,"black",161000,1997,"4x4","4/5 doors","hybrid","limousine","automatic"
"1471",116,2,"posted 3 weeks ago",16000,"Mazda CX-5",2016,"automatic A/C","Euro 6",5,175,"white",161000,2200,"4x4","4/5 doors","diesel","suv","automatic"
"1472",50,0,"posted 2 weeks ago",5600,"Opel Corsa E",2016,"manual A/C","Euro 6",5,69,"white",161200,1141,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1473",131,4,"posted a week ago",3450,"Fiat Grande Punto",2010,"manual A/C","Euro 5",5,105,"black",161200,1398,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1474",40,0,"posted 2 weeks ago",3650,"Peugeot 207",2009,"manual A/C","Euro 5",5,73,"black",161251,1360,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1475",120,2,"updated yesterday",6000,"Peugeot 208",2016,"manual A/C","Euro 6",5,75,"white",161577,1560,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1476",48,0,"posted a week ago",5999,"Peugeot 208",2015,"automatic A/C","Euro 6",5,82,"white",161800,1178,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1477",78,2,"posted 4 days ago",7650,"Fiat Tipo",2019,"automatic A/C","Euro 5",5,102,"white",162000,1400,"front","4/5 doors","methane","caravan","manual, 6 speeds"
"1478",58,3,"posted 2 weeks ago",5500,"Citroen C3",2012,"no A/C","",5,91,"black",162000,1590,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1479",42,1,"posted 3 days ago",4000,"Toyota Yaris",2007,"manual A/C","Euro 4",5,90,"blue",162000,1364,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1480",124,1,"posted 6 days ago",2900,"Opel Corsa D",2009,"manual A/C","Euro 4",5,80,"blue",162000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1481",59,0,"posted 2 days ago",2050,"Volkswagen Polo",2002,"automatic A/C","Euro 3",5,54,"bordeaux",162000,1198,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1482",73,0,"posted 4 days ago",1150,"Renault Megane",2001,"manual A/C","Euro 2",5,102,"gray",162000,1870,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1483",404,6,"updated 6 days ago",3300,"Ford Focus",2011,"automatic A/C","Euro 4",5,101,"gray",162000,1600,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1484",1437,2,"updated 3 days ago",4500,"Opel Combo",2007,"manual A/C","Euro 4",5,90,"gray",162000,1589,"front","4/5 doors","methane","minivan (MPV)","manual, 5 speeds"
"1485",214,3,"updated 4 days ago",3500,"Peugeot 207",2008,"no A/C","Euro 4",4,120,"red",162046,1600,"front","2/3 doors","petrol","cabriolet","manual, 6 speeds"
"1486",99,1,"posted a week ago",7000,"Suzuki Jimny",2006,"no A/C","Euro 3",4,86,"gray",162174,1500,"4x4","2/3 doors","diesel","suv","manual, 5 speeds"
"1487",177,1,"posted 3 weeks ago",1700,"Renault Laguna",2008,"automatic A/C","Euro 4",5,150,"black",162215,1995,"front","4/5 doors","diesel","caravan","automatic"
"1488",59,0,"posted a week ago",3600,"Skoda Fabia",2008,"manual A/C","Euro 5",5,60,"red",162230,1198,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1489",187,1,"posted 3 weeks ago",59990,"Mercedes S 400",2018,"automatic A/C","Euro 6",5,340,"beige",162246,2996,"4x4","4/5 doors","diesel","limousine","automatic"
"1490",13,0,"posted today",6500,"Volkswagen Passat B6",2009,"automatic A/C","Euro 5",5,150,"gray",162287,NA,"front","4/5 doors","methane","caravan","manual, 5 speeds"
"1491",67,2,"posted 3 days ago",3300,"Renault Kangoo",2007,"manual A/C","Euro 4",2,84,"gray",162362,1461,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"1492",74,1,"posted 3 days ago",1150,"Fiat Punto",2003,"manual A/C","Euro 3",5,75,"white",162800,NA,"front","2/3 doors","petrol","limousine","manual, 5 speeds"
"1493",57,2,"posted 4 days ago",3200,"Peugeot 207",2008,"manual A/C","Euro 4",5,75,"black",163000,NA,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"1494",35,1,"posted 4 days ago",5950,"Volkswagen Passat B6",2010,"automatic A/C","Euro 5",5,140,"black",163000,1968,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1495",48,0,"posted 2 weeks ago",11000,"Volkswagen Polo",2018,"automatic A/C","Euro 6",5,95,"red",163000,1598,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1496",3950,44,"updated a week ago",2500,"Mazda 2",2007,"manual A/C","Euro 3",5,68,"green",163000,1390,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"1497",74,0,"posted 6 days ago",5800,"Volkswagen Golf 6",2009,"manual A/C","Euro 3",5,110,"black",163000,1996,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1498",942,8,"updated a week ago",3200,"Dacia Sandero",2011,"manual A/C","Euro 5",5,88,"cream",163000,1461,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"1499",153,0,"posted 6 days ago",850,"Peugeot 306",1998,"no A/C","Euro 3",5,88,"silver",163000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1500",75,2,"posted a week ago",4200,"Mazda 2",2008,"manual A/C","Euro 4",5,87,"silver",163000,1380,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"1501",51,0,"posted a week ago",2700,"Citroen C3",2007,"manual A/C","Euro 4",5,73,"blue",163000,1360,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1502",88,2,"posted 6 days ago",12500,"Mercedes E 200",2011,"automatic A/C","Euro 5",5,184,"gray",163000,1798,"back","4/5 doors","petrol","limousine","manual, 6 speeds"
"1503",79,1,"posted 2 weeks ago",12990,"Audi A3",2016,"automatic A/C","Euro 6",5,110,"black",163000,1598,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"1504",40,0,"posted 5 days ago",4900,"Opel Zafira",2009,"automatic A/C","",7,150,"gray",163000,2198,"front","4/5 doors","petrol","minivan (MPV)","automatic"
"1505",146,0,"posted 3 weeks ago",8500,"Mitsubishi ASX",2010,"automatic A/C","Euro 5",5,150,"white",163000,1800,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1506",440,16,"posted 3 weeks ago",4500,"Toyota RAV4",2004,"automatic A/C","Euro 4",5,150,"black",163000,1998,"4x4","4/5 doors","petrol","suv","manual, 5 speeds"
"1507",93,1,"posted 3 weeks ago",15000,"Hyundai Tucson",2015,"automatic A/C","Euro 5",5,116,"white",163000,1699,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"1508",104,3,"posted a week ago",12000,"Kia Sportage",2015,"automatic A/C","Euro 6",5,116,"black",163000,1690,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"1509",19,2,"posted today",3000,"Fiat Grande Punto",2007,"automatic A/C","Euro 4",4,95,"black",163009,1400,"front","2/3 doors","petrol","coupe","manual, 6 speeds"
"1510",200,3,"updated a week ago",10200,"Skoda Octavia",2016,"automatic A/C","Euro 6",5,110,"gray",163200,1598,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"1511",110,4,"posted a week ago",3300,"Volkswagen Polo",2007,"manual A/C","Euro 4",5,79,"gray",163300,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1512",57,1,"posted a week ago",6700,"Peugeot 308",2014,"manual A/C","Euro 6",5,110,"white",163300,1199,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1513",23,0,"posted 2 days ago",3990,"Seat Ibiza",2007,"manual A/C","Euro 4",5,86,"yellow",163400,1390,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1514",25,1,"posted 2 days ago",6390,"Opel Astra J",2015,"automatic A/C","Euro 5",5,110,"white",163440,1598,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1515",69,0,"posted 4 days ago",10800,"Volkswagen Golf 6",2010,"automatic A/C","Euro 5",5,211,"gray",163450,1998,"front","4/5 doors","petrol","hatchback","automatic"
"1516",502,16,"updated today",3600,"Mini One",2010,"manual A/C","Euro 5",4,75,"gray",163500,1598,"front","2/3 doors","petrol","hatchback","manual, 6 speeds"
"1517",151,0,"updated 6 days ago",7800,"Renault Kangoo",2018,"manual A/C","Euro 6",2,114,"white",163500,NA,"front","4/5 doors","petrol","pickup","automatic"
"1518",89,1,"posted 3 weeks ago",2550,"Daihatsu Cuore",2007,"manual A/C","Euro 4",4,68,"black",163521,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1519",13,0,"posted today",3450,"Opel Corsa D",2008,"manual A/C","Euro 4",5,90,"silver",163590,1246,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1520",169,1,"posted 3 weeks ago",3000,"Volkswagen Passat B4",1996,"no A/C","Euro 2",5,90,"brown",163720,1896,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"1521",75,0,"posted 2 weeks ago",4850,"Ford Fiesta",2010,"manual A/C","Euro 4",5,90,"red",164000,1600,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"1522",348,1,"posted 2 weeks ago",400,"Zastava Florida In",2006,"no A/C","",5,82,"red",164000,1300,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1523",14,0,"posted today",3500,"Opel Corsa D",2008,"manual A/C","Euro 3",5,75,"gray",164000,1280,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1524",4,0,"posted today",3500,"Opel Corsa D",2008,"manual A/C","Euro 3",5,75,"gray",164000,1280,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1525",49,0,"posted 6 days ago",5850,"Renault Clio",2013,"no A/C","Euro 5",5,75,"white",164000,1500,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1526",411,10,"updated a week ago",1800,"Volkswagen Golf 2",1989,"no A/C","Euro 2",5,75,"beige",164000,1289,"front","4/5 doors","petrol","hatchback","manual, 4 speeds"
"1527",294,1,"updated a week ago",2100,"Ford Fiesta",2005,"manual A/C","Euro 3",5,68,"white",164000,1399,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"1528",313,2,"posted a week ago",300,"Zastava Yugo 55",1989,"no A/C","",5,54,"red",164000,1116,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1529",48,1,"posted 2 weeks ago",4600,"Mercedes A 200",2007,"automatic A/C","Euro 4",5,136,"silver",164000,2035,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1530",62,2,"posted a week ago",2800,"Fiat Bravo",2007,"manual A/C","Euro 4",5,120,"gray",164000,1910,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1531",107,1,"posted 2 weeks ago",9000,"Volkswagen Golf 7",2016,"automatic A/C","Euro 5",5,86,"black",164000,NA,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1532",53,0,"posted 2 weeks ago",17500,"Skoda Superb",2017,"automatic A/C","",5,190,"black",164000,2000,"front","4/5 doors","diesel","limousine","automatic"
"1533",158,0,"updated 2 weeks ago",4199,"Jaguar X-Type",2004,"automatic A/C","Euro 3",5,130,"gray",164000,1999,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"1534",115,1,"posted 2 weeks ago",2900,"Citroen C8",2007,"automatic A/C","Euro 4",7,136,"gray",164000,2000,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"1535",39,1,"posted a week ago",18999,"Peugeot 3008",2019,"automatic A/C","Euro 6",5,131,"white",164000,1499,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"1536",39,0,"posted 2 weeks ago",2700,"Peugeot 307",2005,"manual A/C","Euro 3",5,136,"white",164025,1997,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1537",28,0,"posted 3 days ago",19990,"Volkswagen Golf 7",2018,"automatic A/C","Euro 6",5,245,"white",164100,1986,"front","4/5 doors","petrol","hatchback","automatic"
"1538",240,1,"updated 6 days ago",10500,"Citroen Berlingo",2015,"manual A/C","Euro 6",5,90,"white",164400,1560,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"1539",237,6,"posted 2 weeks ago",1800,"Volkswagen Polo",2004,"manual A/C","",5,64,"silver",164590,NA,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1540",477,8,"posted 4 weeks ago",850,"Opel Corsa D",2003,"manual A/C","Euro 3",5,65,"blue",164683,1686,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1541",174,2,"updated a week ago",4999,"Ford Fiesta",2012,"manual A/C","Euro 5",5,82,"gray",164874,1242,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1542",34,0,"posted 6 days ago",7450,"Dacia Logan",2016,"manual A/C","Euro 6",5,90,"blue",165000,NA,"front","4/5 doors","petrol + gas","caravan","manual, 5 speeds"
"1543",22,1,"posted today",2500,"Renault Megane",2007,"automatic A/C","Euro 5",5,90,"gray",165000,1500,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1544",175,3,"posted 4 weeks ago",1400,"Citroen Xsara",2004,"manual A/C","Euro 4",5,75,"black",165000,1400,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"1545",743,3,"updated 5 days ago",12790,"BMW 318",2017,"automatic A/C","Euro 6",5,150,"black",165000,1995,"back","4/5 doors","diesel","caravan","manual, 5 speeds"
"1546",148,2,"posted 3 weeks ago",4600,"Renault Megane",2012,"automatic A/C","Euro 5",5,109,"silver",165000,1490,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1547",39,1,"posted 2 days ago",4850,"Skoda Octavia",2008,"manual A/C","Euro 4",5,105,"gray",165000,1970,"4x4","4/5 doors","diesel","caravan","manual, 6 speeds"
"1548",407,6,"posted 2 weeks ago",250,"Peugeot 106",1998,"no A/C","Euro 2",5,45,"blue",165000,NA,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1549",73,1,"posted 4 days ago",3000,"Alfa Romeo GT",2005,"automatic A/C","Euro 3",5,148,"red",165000,1998,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1550",47,0,"yesterday",2100,"Fiat Punto",2005,"automatic A/C","Euro 4",5,85,"silver",165000,1910,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1551",48,1,"posted 6 days ago",4100,"Volkswagen up",2012,"manual A/C","Euro 4",4,79,"white",165000,NA,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1552",148,0,"posted 3 weeks ago",3450,"Fiat EVO",2010,"manual A/C","Euro 4",5,76,"gray",165000,1368,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1553",25,0,"yesterday",2750,"Fiat Grande Punto",2006,"no A/C","",5,75,"gray",165000,1248,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1554",131,3,"posted 3 weeks ago",2550,"Volkswagen Polo",2005,"manual A/C","",5,68,"teget",165000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1555",124,1,"posted a week ago",1200,"Zastava Florida In",2007,"no A/C","",5,65,"blue",165000,1300,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1556",125,1,"posted a week ago",2500,"Renault Clio",2006,"automatic A/C","",5,140,"blue",165000,2000,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1557",39,0,"posted a week ago",8300,"Citroen C4",2016,"automatic A/C","Euro 5",5,120,"gray",165000,1600,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1558",13,0,"posted today",4700,"Mini Clubman",2007,"manual A/C","Euro 4",5,120,"gray",165000,1598,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1559",214,3,"updated 3 days ago",3699,"Renault Clio",2008,"automatic A/C","Euro 4",5,101,"blue",165000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1560",670,2,"updated a week ago",3890,"Renault Clio",2008,"automatic A/C","Euro 4",5,101,"teget",165000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1561",69,0,"yesterday",3150,"Mercedes E 200",1999,"no A/C","Euro 1",5,72,"white",165000,2000,"back","4/5 doors","diesel","limousine","manual, 4 speeds"
"1562",4522,28,"updated 6 days ago",7600,"BMW 750",2010,"automatic A/C","Euro 5",5,408,"green",165000,4395,"back","4/5 doors","petrol","limousine","semi-automatic"
"1563",159,1,"posted a week ago",4850,"Audi A8",1999,"no A/C","Euro 3",5,194,"black",165000,2800,"front","4/5 doors","petrol + gas","limousine","semi-automatic"
"1564",60,0,"posted 2 weeks ago",19990,"Audi A6",2015,"automatic A/C","Euro 6",5,190,"black",165000,2000,"front","4/5 doors","diesel","limousine","automatic"
"1565",59,1,"posted a week ago",4000,"Chevrolet Cruze",2011,"manual A/C","Euro 4",5,124,"gray",165000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1566",192,3,"posted a week ago",4200,"Audi A3",2007,"automatic A/C","Euro 5",5,105,"gray",165000,1896,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"1567",694,6,"updated a week ago",6800,"Volkswagen Golf 7",2013,"manual A/C","Euro 5",5,105,"silver",165000,NA,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"1568",147,0,"posted 5 days ago",1200,"Smart Fortwo",2002,"no A/C","Euro 3",2,61,"blue",165000,NA,"back","2/3 doors","petrol","minivan (MPV)","semi-automatic"
"1569",60,0,"posted a week ago",2800,"Peugeot Partner",2006,"no A/C","Euro 3",2,75,"white",165000,1868,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"1570",112,1,"posted 2 weeks ago",8800,"Nissan Qashqai",2012,"automatic A/C","Euro 5",5,141,"gray",165000,2000,"front","4/5 doors","petrol","suv","manual, 6 speeds"
"1571",293,1,"posted a week ago",8300,"Suzuki SX S-Cross",2015,"automatic A/C","Euro 5",5,120,"gray",165000,1598,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1572",141,3,"posted 2 weeks ago",2500,"Daihatsu Rocky",1991,"no A/C","",5,116,"gray",165000,2400,"4x4","2/3 doors","diesel","suv","manual, 5 speeds"
"1573",23,1,"posted today",12800,"Volkswagen Passat B8",2014,"automatic A/C","Euro 6",5,150,"gray",165239,2000,"front","4/5 doors","diesel","caravan","automatic"
"1574",86,2,"posted 6 days ago",1450,"Peugeot 206",2002,"manual A/C","Euro 2",5,75,"teget",165253,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1575",141,2,"updated a week ago",12300,"Nissan Qashqai",2014,"automatic A/C","Euro 5",5,130,"white",165300,1590,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"1576",93,2,"posted a week ago",4000,"Citroen C3 Picasso",2009,"manual A/C","Euro 4",5,120,"green",165322,1598,"front","4/5 doors","petrol","minivan (MPV)","manual, 5 speeds"
"1577",150,2,"updated 2 days ago",4999,"Volkswagen Polo",2009,"automatic A/C","",5,80,"white",165345,1400,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1578",106,0,"posted 6 days ago",2000,"Opel Astra G",2008,"automatic A/C","",5,90,"teget",165460,1364,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
